label,cav_score,llr
positive,4.4573,3.5094
positive,4.4100,3.4514
positive,4.7343,3.8270
positive,3.9043,2.7630
positive,3.6819,2.4206
positive,4.5170,3.5811
positive,4.5202,3.5848
positive,4.2714,3.2752
positive,4.5612,3.6329
positive,4.7420,3.8353
positive,4.2617,3.2625
positive,3.9810,2.8754
positive,3.5302,2.1733
positive,3.8110,2.6223
positive,4.0116,2.9196
positive,4.6235,3.7044
positive,4.5127,3.5759
positive,3.6781,2.4146
positive,5.0199,4.1151
positive,4.7962,3.8928
positive,4.3431,3.3675
positive,3.7246,2.4883
positive,3.3207,1.8131
positive,4.4865,3.5446
positive,3.2986,1.7739
positive,3.3873,1.9299
positive,3.3433,1.8529
positive,5.4439,4.4692
positive,3.7720,2.5622
positive,3.4131,1.9745
positive,-0.0089,-6.7960
positive,4.6891,3.7777
positive,3.5476,2.2023
positive,3.4038,11.9205
positive,1.8309,2.3722
positive,2.8918,8.6240
positive,2.9774,9.1626
positive,3.2018,10.5980
positive,-0.9450,-10.2889
positive,3.1976,10.5708
positive,2.5507,6.5288
positive,2.2769,4.9055
positive,1.2785,-0.5735
positive,2.4071,5.6708
positive,-0.2377,-7.5704
positive,4.7820,6.1569
positive,4.3369,5.7340
positive,3.9989,5.2384
positive,3.3721,3.9207
positive,1.5747,-2.7303
positive,3.6023,4.4649
positive,3.9527,5.1589
positive,3.2814,3.6871
positive,3.7905,4.8578
positive,5.1899,6.3150
positive,2.3770,0.7646
positive,3.7550,4.7872
positive,3.9462,5.1476
positive,3.7537,4.7846
positive,4.5168,5.9364
positive,2.2004,0.0680
positive,3.7538,4.7849
positive,2.2026,0.0771
positive,4.1533,5.4835
positive,4.5135,5.9330
positive,3.3926,3.9719
positive,4.0680,5.3520
positive,5.1462,6.3085
positive,1.8877,-1.2662
positive,3.6304,4.5266
positive,4.2161,5.5742
positive,5.3122,6.3196
positive,6.0074,18.3889
positive,5.1042,14.0642
positive,0.2204,-15.1974
positive,1.0355,-9.6239
positive,5.1213,14.1492
positive,4.7649,12.3519
positive,5.8219,17.5284
positive,4.0802,8.7510
positive,4.0069,8.3538
positive,3.9918,8.2719
positive,5.1325,14.2049
positive,3.7793,7.1067
positive,4.0725,8.7095
positive,2.0110,-3.3170
positive,-0.3024,-18.9179
positive,1.7038,-5.2603
positive,1.0540,-9.5005
positive,5.9932,18.3235
positive,5.7748,17.3075
positive,5.7748,17.3075
positive,6.0266,18.4770
positive,6.0180,18.4374
positive,6.0294,18.4896
positive,2.8170,1.5952
positive,1.3152,-7.7750
positive,1.6577,-5.5556
positive,0.8596,-10.8033
positive,1.8821,-4.1276
positive,-1.0871,-24.7146
positive,6.0333,18.5078
positive,0.6694,-12.0928
positive,6.0180,18.4374
positive,3.7449,6.9164
positive,4.3920,10.4151
positive,1.9571,-3.6554
positive,0.1046,-16.0116
positive,0.4801,-13.3913
positive,1.2876,-7.9562
positive,-1.8488,-30.5867
positive,-1.7972,-30.1813
positive,-0.3735,-19.4323
positive,1.6872,-5.3663
positive,0.1948,-15.3765
positive,0.1078,-15.9888
positive,0.6103,-2.8226
positive,0.3731,-3.2968
positive,2.3123,3.7570
positive,1.3273,-0.7307
positive,3.5042,11.6848
positive,0.7802,-2.4164
positive,1.9461,1.8703
positive,0.1125,-3.6930
positive,0.7731,-2.4345
positive,0.6718,-2.6820
positive,2.9381,7.5787
positive,1.8858,1.5846
positive,-0.0312,-3.8555
positive,3.4183,11.0224
positive,1.2654,-0.9501
positive,-0.1405,-3.9525
positive,2.1033,2.6487
positive,0.3306,-3.3703
positive,1.5106,-0.0372
positive,2.2954,3.6643
positive,-0.4494,-4.1023
positive,2.3546,3.9918
positive,1.0571,-1.6353
positive,1.5636,0.1756
positive,1.6943,0.7231
positive,1.6764,-0.1712
positive,1.1914,-1.7693
positive,2.1183,0.8698
positive,2.9761,1.7598
positive,2.1427,0.9158
positive,3.0806,1.7663
positive,3.2145,1.7422
positive,2.1353,0.4822
positive,3.2493,1.7461
positive,2.0654,0.4064
positive,3.0206,1.4780
positive,3.5271,2.0775
positive,3.3168,1.8259
positive,3.0397,1.5002
positive,3.0934,1.5628
positive,2.8923,1.3296
positive,3.3936,1.9173
positive,3.2847,1.7879
positive,2.9980,1.4518
positive,2.8191,1.2455
positive,2.8111,1.2364
positive,2.8424,1.2722
positive,3.4849,2.0267
positive,4.3039,27.5095
positive,3.3064,15.4251
positive,5.2034,40.7699
positive,3.1857,14.1506
positive,3.8643,21.8441
positive,3.8960,22.2344
positive,3.7927,20.9716
positive,3.3886,16.3174
positive,5.5091,9.9036
positive,6.9945,16.1063
positive,5.8820,11.3514
positive,5.9674,11.6932
positive,6.4886,13.8632
positive,5.5950,10.2307
positive,5.8575,11.2541
positive,6.2894,13.0170
positive,4.8278,7.4474
positive,5.4886,9.8262
positive,5.5874,10.2015
positive,6.5455,14.1089
positive,7.0262,16.2514
positive,1.8121,-0.4889
positive,6.3155,13.1267
positive,7.0571,16.3932
positive,5.7466,10.8173
positive,3.0687,2.2362
positive,5.7146,10.6927
positive,5.7373,10.7812
positive,1.8454,-0.4275
positive,1.8117,-0.4896
positive,1.8310,-0.4541
positive,5.8466,11.2110
positive,6.3270,13.1751
positive,2.4406,0.7700
positive,1.4980,-1.0401
positive,6.6219,14.4411
positive,6.9233,15.7823
positive,5.8669,11.2917
positive,6.5572,14.1597
positive,6.6098,14.3884
positive,6.9127,15.7343
positive,4.5694,6.5800
positive,5.9048,11.4424
positive,2.2570,0.3807
positive,4.8450,7.5065
positive,5.9178,11.4946
positive,6.2853,13.0000
positive,1.7287,-0.6403
positive,2.0988,0.0597
positive,5.8504,11.2259
positive,5.8861,11.3680
positive,6.2553,247.9510
positive,4.9415,160.2440
positive,5.3176,183.4631
positive,5.2312,177.9947
positive,7.1179,315.6016
positive,5.7032,208.8375
positive,4.9552,161.0664
positive,6.9795,304.2084
positive,5.8761,220.7366
positive,5.8067,215.9191
positive,5.7053,208.9813
positive,2.5899,49.4762
positive,4.4289,18.0294
positive,4.1739,16.7710
positive,4.2343,17.0867
positive,3.4738,12.3097
positive,4.2303,17.0664
positive,4.8854,19.7934
positive,4.5913,18.7287
positive,4.8331,8.1192
positive,4.7762,7.8344
positive,2.5833,-4.9808
positive,4.7280,7.5916
positive,1.1167,-15.5668
positive,4.8370,8.1383
positive,3.7515,2.2958
positive,2.6146,-4.7725
positive,4.9752,8.8190
positive,1.2511,-14.5297
positive,5.7188,12.2335
positive,2.2033,-7.5684
positive,1.5272,-12.4414
positive,2.3558,-6.5171
positive,6.0752,13.7230
positive,4.9718,8.8023
positive,2.1926,-7.6429
positive,4.9477,8.6848
positive,5.1192,9.5126
positive,5.1297,9.5627
positive,2.0499,-8.6440
positive,5.5620,11.5481
positive,5.9465,13.1958
positive,4.5362,6.6081
positive,4.8975,8.4380
positive,4.2810,5.2564
positive,2.2392,-7.3198
positive,2.3336,-6.6694
positive,6.2194,14.2982
positive,3.9626,3.5015
positive,4.8426,30.8233
positive,4.6262,28.4437
positive,1.5669,-3.8468
positive,3.9819,21.4354
positive,4.5369,27.4664
positive,6.1619,45.5969
positive,5.3345,36.2768
positive,5.4342,37.3900
positive,2.6842,7.6560
positive,4.8033,30.3899
positive,2.4464,5.1807
positive,0.0921,-18.5193
positive,4.3992,25.9623
positive,1.7836,-1.6413
positive,5.6618,39.9422
positive,1.0495,-9.0606
positive,2.1680,2.3009
positive,5.2657,35.5104
positive,2.5183,5.9276
positive,4.5889,28.0358
positive,2.1922,2.5495
positive,4.3168,25.0650
positive,4.9041,31.5017
positive,5.1337,34.0427
positive,5.0971,33.6371
positive,4.3387,25.3027
positive,5.2875,35.7531
positive,2.9443,10.3816
positive,2.9562,10.5077
positive,1.9979,0.5514
positive,2.2201,2.8382
positive,-0.0084,-19.4973
positive,2.8267,9.1476
positive,5.9587,43.2913
positive,-0.2982,-22.3046
positive,5.4628,37.7100
positive,3.2605,13.7198
positive,1.9069,-0.3819
positive,4.8379,30.7713
positive,2.2862,3.5203
positive,5.3598,36.5594
positive,5.2402,35.2263
positive,2.4245,4.9533
positive,2.7788,8.6456
positive,2.6656,7.4625
positive,2.7813,8.6716
positive,6.0661,44.5078
positive,3.3200,14.3511
positive,3.4277,15.4958
positive,5.1554,34.2837
positive,4.6727,28.9539
positive,-0.4530,-23.7952
positive,4.1297,23.0335
positive,4.1566,23.3247
positive,1.6477,-3.0262
positive,0.0885,-18.5543
positive,4.9432,31.9326
positive,0.3358,-16.1343
positive,-0.3250,-22.5628
positive,5.8041,41.5438
positive,4.9367,31.8612
positive,4.8192,30.5653
positive,4.7836,30.1729
positive,4.8137,30.5045
positive,5.7631,41.0813
positive,-0.2338,-21.6824
positive,2.8116,8.9895
positive,5.0141,32.7168
positive,5.5206,38.3567
positive,4.9564,32.0792
positive,5.4791,37.8930
positive,2.2398,3.0417
positive,2.6067,3.7800
positive,1.6896,0.8839
positive,1.8060,1.3864
positive,1.5283,0.1226
positive,2.2805,3.0290
positive,4.0788,3.3347
positive,2.0809,2.4177
positive,1.0994,-2.2680
positive,2.6704,3.8906
positive,1.1137,-2.1794
positive,2.4343,3.4214
positive,2.1892,2.7638
positive,0.8459,-3.9315
positive,0.6491,-5.3514
positive,1.0525,-2.5617
positive,3.0584,4.3108
positive,1.9133,1.8152
positive,2.1042,2.4950
positive,2.5377,3.6469
positive,2.9880,4.2670
positive,2.1294,2.5769
positive,1.3046,-1.0579
positive,2.1456,2.6286
positive,1.7695,1.2332
positive,1.8004,1.3635
positive,1.6439,0.6762
positive,2.1356,2.5967
positive,0.2913,-8.2203
positive,2.0277,2.2353
positive,1.4149,-0.4575
positive,1.7969,1.3486
positive,2.0905,2.4496
positive,1.7717,1.2426
positive,1.8010,1.3658
positive,2.1928,2.7747
positive,2.0834,2.4259
positive,2.8738,4.1653
positive,3.3538,4.3384
positive,2.2667,2.9906
positive,-0.5584,-16.5191
positive,-0.1279,-12.0529
positive,2.1464,2.6311
positive,2.1589,2.6703
positive,1.7089,0.9700
positive,2.4224,3.3935
positive,1.7486,1.1436
positive,1.7298,1.0620
positive,1.7188,1.0138
positive,1.8493,1.5636
positive,2.5267,3.6244
positive,1.2347,-1.4563
positive,2.5039,3.5765
positive,0.8403,-3.9707
positive,2.4389,3.4322
positive,1.9570,1.9800
positive,2.3835,3.2994
positive,2.4344,3.4218
positive,1.8282,1.4781
positive,2.6680,3.8866
positive,1.0282,-2.7166
positive,1.4950,-0.0439
positive,1.4656,-0.1934
positive,1.5220,0.0914
positive,1.6132,0.5329
positive,1.5393,0.1771
positive,1.5037,0.0001
positive,1.4531,-0.2578
positive,1.5090,0.0265
positive,1.5386,0.1734
positive,2.0701,2.3813
positive,-1.0051,-21.7208
positive,0.7035,-4.9480
positive,0.4675,-6.7612
positive,2.5461,3.6637
positive,2.5368,3.6451
positive,2.7724,4.0433
positive,1.1542,-1.9328
positive,2.8611,4.1516
positive,2.8349,4.1220
positive,2.4255,3.4008
positive,1.6334,0.6271
positive,1.7676,1.2252
positive,2.5098,3.5891
positive,1.9694,2.0257
positive,0.9160,-3.4531
positive,1.5246,0.1046
positive,1.1845,-1.7513
positive,1.2574,-1.3253
positive,0.7924,-4.3065
positive,1.5014,-0.0113
positive,0.4935,-6.5537
positive,1.2509,-1.3626
positive,1.3777,-0.6557
positive,1.6785,0.8343
positive,0.7377,-4.6980
positive,1.9693,2.0254
positive,2.7426,4.0018
positive,0.5138,-6.3924
positive,1.6463,0.6871
positive,0.4589,-6.8300
positive,2.5671,3.7051
positive,0.9637,-3.1355
positive,0.3470,-7.7490
positive,0.5686,-5.9645
positive,1.2239,-1.5190
positive,-0.2224,-12.9876
positive,2.1181,2.5405
positive,1.5944,0.4441
positive,-0.5140,-16.0335
positive,2.4733,3.5100
positive,2.3260,3.1523
positive,1.9930,2.1119
positive,2.7839,4.0586
positive,1.2373,-1.4410
positive,0.2953,-8.1864
positive,1.6856,0.8660
positive,1.1537,-1.9358
positive,2.1329,2.5880
positive,1.6689,0.7904
positive,0.3577,-7.6599
positive,1.6016,0.4782
positive,2.9367,4.2259
positive,2.3421,3.1944
positive,2.9181,4.2092
positive,1.2077,-1.6137
positive,1.0684,-2.4611
positive,0.3061,-8.0944
positive,2.0374,2.2689
positive,2.8255,4.1109
positive,1.4603,-0.2207
positive,2.8540,4.1438
positive,2.1873,2.7579
positive,-1.1305,-23.2842
positive,1.4615,-0.2147
positive,2.3484,3.2107
positive,-0.2608,-13.3741
positive,1.5563,0.2603
positive,1.4458,-0.2957
positive,2.2557,2.9595
positive,1.8209,1.4482
positive,2.5837,3.7371
positive,1.4066,-0.5014
positive,-0.1582,-12.3500
positive,2.9698,4.2533
positive,2.2060,2.8142
positive,2.7958,4.0741
positive,1.1470,-1.9766
positive,2.6337,3.8283
positive,2.9592,4.2449
positive,0.8329,-4.0217
positive,2.6451,3.8480
positive,0.0625,-10.2488
positive,1.8915,1.7308
positive,1.2101,-1.5997
positive,1.7048,0.9518
positive,-0.3145,-13.9230
positive,1.7926,1.3308
positive,2.2401,2.9145
positive,2.8724,4.1638
positive,2.5534,3.6784
positive,-1.3242,-25.7896
positive,0.9999,-2.8986
positive,0.8296,-4.0451
positive,-0.8793,-20.1966
positive,0.2664,-8.4333
positive,0.4219,-7.1302
positive,0.0838,-10.0538
positive,2.6295,3.8208
positive,2.0920,2.4545
positive,2.3279,3.1573
positive,1.0130,-2.8143
positive,1.2307,-1.4797
positive,0.9258,-3.3872
positive,0.9649,-3.1273
positive,0.5784,-5.8892
positive,1.8471,1.5547
positive,0.7031,-4.9507
positive,2.2029,2.8051
positive,1.2908,-1.1355
positive,0.4374,-7.0040
positive,0.5833,-5.8511
positive,1.3552,-0.7781
positive,0.4425,-6.9625
positive,2.5979,3.7637
positive,1.4471,-0.2891
positive,2.0645,2.3624
positive,0.4356,-7.0186
positive,0.7071,-4.9212
positive,0.2962,-8.1783
positive,2.2824,3.0343
positive,0.7447,-4.6480
positive,1.4675,-0.1839
positive,0.9312,-3.3512
positive,2.2383,2.9095
positive,0.6058,-5.6787
positive,0.9330,-3.3393
positive,2.1508,2.6449
positive,1.3407,-0.8572
positive,0.7438,-4.6539
positive,0.8153,-4.1448
positive,0.6753,-5.1555
positive,0.5730,-5.9306
positive,0.2354,-8.7018
positive,2.0296,2.2417
positive,0.6366,-5.4452
positive,2.3531,3.2229
positive,0.8160,-4.1403
positive,1.7633,1.2069
positive,0.5881,-5.8139
positive,2.7616,4.0286
positive,1.8428,1.5375
positive,0.7528,-4.5891
positive,1.6653,0.7741
positive,1.3275,-0.9304
positive,0.8450,-3.9377
positive,1.4214,-0.4234
positive,1.8804,1.6873
positive,-0.0220,-11.0362
positive,0.6725,-5.1769
positive,2.2134,2.8363
positive,0.8641,-3.8056
positive,0.3650,-7.5988
positive,0.5934,-5.7736
positive,2.0259,2.2287
positive,0.9561,-3.1854
positive,0.6235,-5.5444
positive,2.4727,3.5088
positive,1.8614,1.6118
positive,2.0193,2.2056
positive,0.8580,-3.8478
positive,-0.2553,-13.3184
positive,1.8985,1.7579
positive,2.2754,3.0149
positive,1.6541,0.7228
positive,1.2058,-1.6250
positive,2.5381,3.6476
positive,2.2807,3.0295
positive,0.9838,-3.0033
positive,1.5428,0.1945
positive,1.4578,-0.2337
positive,2.4011,3.3426
positive,1.8572,1.5951
positive,0.4691,-6.7480
positive,2.6024,3.7720
positive,2.5813,3.7325
positive,1.1709,-1.8323
positive,0.8052,-4.2158
positive,1.5616,0.2862
positive,1.6113,0.5239
positive,1.8188,1.4393
positive,3.4060,4.3170
positive,1.5659,0.3068
positive,0.9652,-3.1252
positive,1.5197,0.0800
positive,2.2060,2.8143
positive,0.3375,-7.8289
positive,0.8169,-4.1340
positive,0.8460,-3.9308
positive,-0.0576,-11.3747
positive,0.8717,-3.7540
positive,1.7390,1.1023
positive,0.2713,-8.3916
positive,-1.0824,-22.6794
positive,0.9633,-3.1380
positive,0.7324,-4.7366
positive,0.9469,-3.2463
positive,1.2582,-1.3204
positive,1.9173,1.8302
positive,1.8255,1.4668
positive,0.6067,-5.6722
positive,1.1122,-2.1890
positive,1.9613,1.9961
positive,2.1065,2.5026
positive,0.3000,-8.1461
positive,2.3901,3.3156
positive,1.3088,-1.0343
positive,2.6003,3.7681
positive,1.2963,-1.1040
positive,2.1915,2.7705
positive,1.2566,-1.3300
positive,1.3437,-0.8411
positive,0.6843,-5.0893
positive,-0.9652,-21.2322
positive,2.4913,3.5495
positive,0.4393,-6.9884
positive,1.4242,-0.4084
positive,1.1827,-1.7621
positive,2.7654,4.0338
positive,1.9520,1.9615
positive,1.1765,-1.7986
positive,0.4501,-6.9015
positive,2.1496,2.6412
positive,2.7471,4.0082
positive,1.7491,1.1456
positive,1.5347,0.1546
positive,1.7630,1.2056
positive,2.5574,3.6862
positive,1.7627,1.2044
positive,3.0986,4.3294
positive,0.5661,-5.9835
positive,2.3532,3.2230
positive,1.0946,-2.2978
positive,1.5764,0.3577
positive,1.8328,1.4965
positive,-0.3205,-13.9846
positive,2.5383,3.6480
positive,0.9943,-2.9351
positive,0.8314,-4.0321
positive,1.8992,1.7608
positive,1.6472,0.6912
positive,1.6960,0.9128
positive,2.4074,3.3579
positive,0.5236,-6.3154
positive,1.5510,0.2346
positive,2.4446,3.4453
positive,1.5150,0.0569
positive,2.6071,3.7807
positive,-1.1392,-23.3944
positive,2.4824,3.5301
positive,1.8367,1.5124
positive,2.5486,3.6688
positive,2.5047,3.5783
positive,2.7126,3.9575
positive,2.8511,4.1405
positive,1.9786,2.0596
positive,2.3574,3.2338
positive,2.5355,3.6424
positive,2.1116,2.5192
positive,2.4531,3.4648
positive,2.7398,3.9977
positive,-0.1022,-11.8036
positive,2.5596,3.6906
positive,2.5014,3.5712
positive,2.4460,3.4486
positive,2.3525,3.2212
positive,2.4349,3.4228
positive,2.6277,3.8177
positive,1.5717,0.3352
positive,1.7517,1.1570
positive,2.5974,3.7628
positive,-0.1733,-12.4981
positive,2.1007,2.4836
positive,2.6012,3.7697
positive,0.8588,-3.8425
positive,2.4270,3.4044
positive,1.1346,-2.0519
positive,2.6074,3.7813
positive,1.5358,0.1597
positive,2.4787,3.5221
positive,2.4330,3.4184
positive,1.4081,-0.4937
positive,1.4597,-0.2239
positive,2.6325,3.8262
positive,2.4486,3.4545
positive,-0.8088,-19.3638
positive,1.1137,-2.1794
positive,1.7676,1.2252
positive,0.8926,-3.6113
positive,1.7273,1.0512
positive,2.4111,3.3666
positive,2.4481,3.4533
positive,2.6137,3.7926
positive,1.9786,2.0596
positive,1.0796,-2.3913
positive,2.6559,3.8664
positive,2.1727,2.7132
positive,1.1587,-1.9055
positive,-0.1788,-12.5531
positive,1.3275,-0.9304
positive,2.5727,3.7161
positive,2.5920,3.7527
positive,4.0882,3.3116
positive,2.4343,3.4214
positive,2.1336,2.5902
positive,2.4704,3.5036
positive,2.3287,3.1595
positive,2.2559,2.9600
positive,2.0802,2.4151
positive,1.2143,-1.5751
positive,2.6067,3.7800
positive,1.1346,-2.0519
positive,1.8485,1.5603
positive,1.8541,1.5830
positive,2.1656,2.6911
positive,0.9605,-3.1567
positive,-0.2596,-13.3625
positive,1.8575,1.5964
positive,0.3609,-7.6334
positive,2.2170,2.8471
positive,3.0405,4.3010
positive,2.1116,2.5192
positive,2.2568,2.9625
positive,1.9786,2.0595
positive,1.6454,0.6830
positive,-0.8088,-19.3638
positive,0.3707,-7.5518
positive,2.4128,3.3708
positive,1.9131,1.8144
positive,2.5829,3.7355
positive,2.4300,3.4114
positive,2.3763,3.2815
positive,2.2839,3.0384
positive,0.9789,-3.0355
positive,1.8039,1.3780
positive,0.3266,-7.9203
positive,0.5162,-6.3735
positive,1.3789,-0.6495
positive,1.1603,-1.8963
positive,1.9865,2.0884
positive,1.6211,0.5698
positive,0.7968,-4.2753
positive,1.8703,1.6474
positive,2.6568,3.8680
positive,2.5597,3.6907
positive,-1.0044,-21.7119
positive,2.5690,3.7090
positive,2.5601,3.6915
positive,2.3836,3.2998
positive,2.6286,3.8194
positive,2.5159,3.6019
positive,2.4709,3.5047
positive,1.6460,0.6859
positive,2.3725,3.2720
positive,2.5837,3.7371
positive,0.5532,-6.0839
positive,2.4646,3.4907
positive,3.4602,4.2864
positive,1.0362,-2.6655
positive,2.4007,3.3416
positive,2.5026,3.5737
positive,0.0959,-9.9435
positive,2.0927,2.4569
positive,1.7711,1.2401
positive,2.3923,3.3211
positive,0.4966,-6.5288
positive,2.5091,3.5877
positive,0.5005,-6.4981
positive,2.3515,3.2188
positive,2.0481,2.3062
positive,2.5534,3.6784
positive,2.7776,4.0503
positive,2.7426,4.0018
positive,2.0199,2.2078
positive,2.5367,3.6448
positive,2.3626,3.2470
positive,2.4716,3.5063
positive,1.6880,0.8770
positive,2.8744,4.1659
positive,3.6529,4.1088
positive,1.1706,-1.8344
positive,3.7275,4.0111
positive,1.4934,-0.0518
positive,1.0750,-2.4198
positive,1.8252,1.4656
positive,2.3242,3.1475
positive,2.9052,4.1970
positive,1.2290,-1.4893
positive,2.5911,3.7510
positive,2.0740,2.3943
positive,1.1213,-2.1329
positive,2.7531,4.0168
positive,2.4481,3.4533
positive,2.1688,2.7011
positive,1.8794,1.3625
positive,2.9389,2.0822
positive,1.5017,0.9068
positive,1.8022,1.2778
positive,1.4129,0.7843
positive,2.2497,1.7076
positive,2.2342,1.6952
positive,1.7830,1.2560
positive,2.0284,1.5134
positive,2.1224,1.6003
positive,1.3772,0.7335
positive,1.8633,1.3451
positive,2.1758,1.6467
positive,1.7862,1.2597
