protein_id,go_term,cav_rank,tool_rank,tool_predicted,llr,n_go_terms
Q9NP87,GO:0003887,1,1,True,15.423673,226
Q9UBT6,GO:0003887,1,1,True,10.739021,226
Q9UNA4,GO:0003887,1,1,True,11.049364,226
Q9Y253,GO:0003887,1,1,True,13.226826,226
A0A0R4IWF9,GO:0003906,1,2,False,5.224944,226
A0A2R9YJQ0,GO:0003906,1,2,False,5.836613,226
A0A8M1P554,GO:0003906,1,2,False,5.883772,226
A0A8M1PAH1,GO:0003906,1,2,False,5.171235,226
A0MTA1,GO:0003906,1,2,False,5.820361,226
O97240,GO:0003906,1,1,False,1.67042,226
Q17R31,GO:0003906,102,1,False,-16.39115,226
Q8IE02,GO:0003906,1,1,False,1.213618,226
Q8TAT5,GO:0003906,1,1,True,4.360166,226
P09874,GO:0003950,2,1,True,16.89694,226
P11103,GO:0003950,2,1,True,17.364792,226
Q460N5,GO:0003950,2,1,True,8.259574,226
Q57V41,GO:0003950,2,1,False,28.204486,226
Q5RHR0,GO:0003950,2,1,True,16.54595,226
Q9UGN5,GO:0003950,2,1,True,37.545552,226
Q9VBP3,GO:0003950,2,1,False,13.716104,226
E1B8A0,GO:0003993,1,1,True,23.882486,226
P11117,GO:0003993,2,1,True,28.920004,226
P13686,GO:0003993,1,1,True,23.181592,226
P29288,GO:0003993,1,1,True,24.452377,226
Q22323,GO:0003993,2,1,False,9.145009,226
Q8I2X3,GO:0003993,1,1,False,16.005039,226
Q9VCE9,GO:0003993,12,1,False,-1.549205,226
A0A1D8PR83,GO:0004016,1,1,False,8.1397,226
P0DKX7,GO:0004016,1,1,False,9.157732,226
P19754,GO:0004016,2,1,True,19.85524,226
P30803,GO:0004016,2,1,True,16.579163,226
P30804,GO:0004016,2,1,True,18.803727,226
P51829,GO:0004016,2,1,True,20.590406,226
Q03100,GO:0004016,2,1,True,17.985759,226
Q03101,GO:0004016,1,1,True,13.160257,226
Q9Z286,GO:0004016,1,2,True,10.055829,226
A0A3Q0KGQ7,GO:0004017,2,1,True,37.833234,226
G4V9S0,GO:0004017,2,1,True,45.973204,226
O96907,GO:0004017,2,1,True,31.297968,226
P00571,GO:0004017,2,1,True,44.496433,226
P05081,GO:0004017,2,1,True,44.626524,226
Q9VBI2,GO:0004017,2,1,True,34.068334,226
A0A5B8X8Z0,GO:0004022,1,1,True,30.207104,226
A0A5B8XAH0,GO:0004022,1,1,True,29.287666,226
P00325,GO:0004022,1,1,True,30.506132,226
P00329,GO:0004022,1,1,True,29.865616,226
P00334,GO:0004022,1,1,True,32.517097,226
P06757,GO:0004022,1,1,True,29.811643,226
P0DO83,GO:0004022,1,1,True,31.855479,226
P0DXF9,GO:0004022,1,1,True,31.25561,226
P38918,GO:0004022,7,3,False,-11.215979,226
P40394,GO:0004022,1,1,True,27.461028,226
P00334,GO:0004029,8,2,False,-228.297417,226
P00352,GO:0004029,1,1,True,9.76436,226
P05091,GO:0004029,1,1,True,9.836482,226
P11884,GO:0004029,1,1,True,9.630282,226
P13601,GO:0004029,1,1,True,9.923867,226
P20000,GO:0004029,1,1,True,9.760527,226
P30837,GO:0004029,1,1,True,9.833585,226
P36086,GO:0004029,5,1,False,-210.705313,226
P47738,GO:0004029,1,1,True,9.579584,226
P47740,GO:0004029,1,1,True,8.388008,226
P49189,GO:0004029,1,1,True,9.82335,226
Q1K615,GO:0004029,1,1,True,9.905726,226
Q9JLJ3,GO:0004029,1,1,True,9.790423,226
Q9VLC5,GO:0004029,1,1,True,9.848837,226
P12385,GO:0004045,3,2,False,-55.117566,226
P37470,GO:0004045,1,1,True,114.637528,226
P62495,GO:0004045,3,2,False,-61.399049,226
Q05863,GO:0004045,1,1,False,99.046219,226
Q12322,GO:0004045,1,1,False,104.934548,226
Q86Y79,GO:0004045,1,1,True,141.352113,226
O43570,GO:0004089,1,1,True,73.374709,226
P00915,GO:0004089,1,1,True,82.86748,226
P00918,GO:0004089,1,1,True,81.426268,226
P07451,GO:0004089,1,1,True,83.980628,226
P0DO50,GO:0004089,1,1,True,74.834864,226
P22748,GO:0004089,1,1,True,84.629893,226
P23280,GO:0004089,1,1,True,86.514225,226
P35218,GO:0004089,1,1,True,79.162842,226
P43166,GO:0004089,1,1,True,84.421037,226
Q16790,GO:0004089,1,1,True,58.743784,226
Q9D6N1,GO:0004089,1,1,True,84.962625,226
Q9ERQ8,GO:0004089,1,1,True,86.004034,226
Q9ULX7,GO:0004089,1,1,True,71.71523,226
Q9Y2D0,GO:0004089,1,1,True,76.875919,226
O88967,GO:0004176,1,1,False,16.421554,226
P28737,GO:0004176,1,1,False,2.598977,226
P36776,GO:0004176,1,1,False,21.136278,226
P93655,GO:0004176,1,1,False,22.250865,226
Q96TA2,GO:0004176,1,1,False,16.016569,226
F4HZG9,GO:0004177,2,1,True,7.546331,226
P53582,GO:0004177,2,1,True,8.887713,226
Q10712,GO:0004177,1,1,True,6.230564,226
Q42876,GO:0004177,1,1,True,6.436466,226
Q6P4A8,GO:0004177,2,1,False,4.192439,226
Q8BP48,GO:0004177,2,1,True,8.901911,226
Q96KN2,GO:0004177,12,1,False,-2.756764,226
A0A1S4F020,GO:0004181,1,1,True,55.992817,226
P09470,GO:0004181,1,2,False,25.816729,226
P15085,GO:0004181,1,1,True,57.347524,226
P42787,GO:0004181,1,1,True,35.862104,226
P48052,GO:0004181,1,1,True,58.305711,226
Q04609,GO:0004181,1,2,True,28.338093,226
Q5F676,GO:0004181,89,1,False,-11.470172,226
Q68EN5,GO:0004181,131,1,False,-12.103699,226
Q8R0I0,GO:0004181,1,2,False,19.098126,226
Q9HBA9,GO:0004181,1,1,True,47.906232,226
Q9UI42,GO:0004181,1,1,True,57.145363,226
A2A6C4,GO:0004190,1,1,True,11.93425,226
A8PZM4,GO:0004190,1,1,True,9.685733,226
A8Q7G1,GO:0004190,1,1,True,9.817342,226
P00797,GO:0004190,1,1,True,15.98016,226
P06281,GO:0004190,1,1,True,15.905714,226
P0CY27,GO:0004190,1,1,True,13.228856,226
P0CY29,GO:0004190,1,1,True,12.496056,226
P0DJ06,GO:0004190,1,1,True,12.97574,226
P43094,GO:0004190,1,1,True,11.956846,226
P97864,GO:0004190,1,1,False,12.211994,226
Q18DC8,GO:0004190,1,1,True,15.902415,226
Q18DC9,GO:0004190,1,1,True,15.83786,226
Q59SU1,GO:0004190,1,1,True,14.326213,226
Q5A651,GO:0004190,1,1,True,15.457688,226
Q6FVH5,GO:0004190,1,1,True,15.337978,226
Q6FVI0,GO:0004190,1,1,True,15.510953,226
Q6J6C2,GO:0004190,1,1,True,12.338844,226
Q9VLK3,GO:0004190,1,1,True,15.875272,226
A0A0F5HNH9,GO:0004322,175,1,False,-15.736553,226
O33125,GO:0004322,74,1,False,-15.48875,226
P00450,GO:0004322,1,1,False,182.656874,226
P38993,GO:0004322,1,1,False,172.778387,226
P9WMK7,GO:0004322,85,1,False,-15.727195,226
Q2RVS1,GO:0004322,1,1,False,11.405222,226
Q8N4E7,GO:0004322,1,1,False,194.795413,226
Q949X9,GO:0004322,1,1,False,182.259645,226
Q9BQS7,GO:0004322,1,1,False,165.776405,226
Q9D5H4,GO:0004322,1,1,False,207.469414,226
Q9HWF9,GO:0004322,1,1,False,200.513078,226
Q9HY79,GO:0004322,1,1,False,202.886995,226
Q9VX11,GO:0004322,1,1,False,228.651461,226
Q9XB18,GO:0004322,85,1,False,-15.719336,226
Q9Z0Z4,GO:0004322,1,1,False,166.296368,226
Q9ZHC5,GO:0004322,103,1,False,-16.215191,226
A1ZB71,GO:0004364,1,1,True,19.743339,226
A1ZB72,GO:0004364,1,1,True,20.086973,226
O14880,GO:0004364,1,2,False,28.810058,226
P09211,GO:0004364,1,1,True,28.48113,226
P10648,GO:0004364,1,1,True,30.102793,226
P13745,GO:0004364,1,1,True,29.66919,226
P20432,GO:0004364,1,1,True,23.713316,226
P24473,GO:0004364,1,1,True,35.338457,226
Q8MRM0,GO:0004364,1,1,True,19.336961,226
Q9H299,GO:0004364,2,1,False,25.125435,226
Q9VG92,GO:0004364,1,1,True,22.761755,226
Q9VG97,GO:0004364,2,1,True,21.249394,226
P18293,GO:0004383,1,1,True,41.933545,226
P22717,GO:0004383,1,2,True,31.669103,226
P33402,GO:0004383,1,1,True,23.340479,226
Q02108,GO:0004383,1,1,True,23.861312,226
Q02153,GO:0004383,1,1,True,35.03362,226
Q6VVW5,GO:0004383,1,1,True,41.328671,226
Q7JQ32,GO:0004383,1,1,True,33.680374,226
D6XGM6,GO:0004407,3,2,True,8.787565,226
O88895,GO:0004407,3,2,True,14.988565,226
P56524,GO:0004407,2,2,True,15.660992,226
P70288,GO:0004407,3,2,True,12.405885,226
Q13547,GO:0004407,3,2,True,12.371134,226
Q55BW2,GO:0004407,3,2,True,14.004273,226
Q8C2B3,GO:0004407,2,2,True,12.481671,226
Q8T6T4,GO:0004407,3,2,True,8.787565,226
Q94517,GO:0004407,3,2,True,11.866701,226
Q9UKV0,GO:0004407,2,2,True,14.546878,226
Q9UQL6,GO:0004407,2,2,True,14.680847,226
Q9Z2V6,GO:0004407,2,2,True,14.706832,226
P51178,GO:0004435,1,1,True,100.213185,226
P51432,GO:0004435,1,1,True,41.509153,226
Q01970,GO:0004435,1,1,True,41.996368,226
Q02158,GO:0004435,1,1,True,83.30266,226
Q9Z1B3,GO:0004435,1,1,True,39.008804,226
A0A3Q0KJ78,GO:0004550,1,1,True,51.08367,226
O00746,GO:0004550,1,1,True,41.858299,226
O75414,GO:0004550,1,1,True,48.292938,226
P15531,GO:0004550,1,1,True,44.09355,226
P22392,GO:0004550,1,1,True,42.782083,226
P56597,GO:0004550,1,1,True,29.722225,226
Q01768,GO:0004550,1,1,True,42.399253,226
Q05982,GO:0004550,1,1,True,42.529885,226
Q13232,GO:0004550,1,1,True,35.450963,226
Q5AG68,GO:0004550,1,1,True,41.811419,226
Q9WV85,GO:0004550,1,1,True,35.315145,226
Q9Y5B8,GO:0004550,1,1,True,38.247948,226
A1ZB71,GO:0004602,2,2,True,11.315259,226
A1ZB72,GO:0004602,2,2,True,11.716382,226
B7Z0S9,GO:0004602,2,2,True,10.762122,226
O22448,GO:0004602,1,1,True,12.32684,226
P00450,GO:0004602,135,1,False,-12.603002,226
P07203,GO:0004602,1,1,True,21.629669,226
P18283,GO:0004602,1,1,True,25.115778,226
P20432,GO:0004602,2,2,True,13.29064,226
P24473,GO:0004602,2,2,True,18.786306,226
P36969,GO:0004602,1,1,True,14.367604,226
Q4V6H2,GO:0004602,1,1,True,14.358891,226
Q4V6J1,GO:0004602,1,2,True,12.064609,226
Q8IRD3,GO:0004602,1,1,True,2.942018,226
Q8IRD4,GO:0004602,1,1,True,13.583586,226
Q9VG92,GO:0004602,2,2,False,11.88272,226
Q9VG98,GO:0004602,2,2,False,12.173314,226
Q9VZQ8,GO:0004602,1,1,True,17.594494,226
G5EEM9,GO:0004623,23,1,True,-16.526389,226
P00592,GO:0004623,1,1,True,22.729166,226
P04054,GO:0004623,1,1,True,22.444688,226
P41247,GO:0004623,2,2,True,11.434386,226
Q13093,GO:0004623,1,2,True,16.418482,226
Q6XPX3,GO:0004623,1,1,True,25.149179,226
Q96AD5,GO:0004623,2,2,True,19.980937,226
A0A0B5L778,GO:0004659,1,1,True,15.088563,226
Q33DR2,GO:0004659,1,1,True,14.139501,226
Q33DR3,GO:0004659,1,1,True,12.431407,226
Q86SQ9,GO:0004659,1,1,True,17.294313,226
Q9C451,GO:0004659,1,1,True,8.086322,226
P07363,GO:0004673,2,1,True,15.853969,226
P22392,GO:0004673,98,3,False,-103.160947,226
Q05982,GO:0004673,97,2,False,-102.715062,226
Q3T0Q4,GO:0004673,101,3,False,-104.407377,226
Q93576,GO:0004673,93,2,False,-98.599709,226
O62305,GO:0004683,1,1,True,3.884967,226
P08413,GO:0004683,1,1,True,7.302046,226
P11275,GO:0004683,2,1,True,6.471144,226
P15791,GO:0004683,2,1,True,7.021109,226
Q13554,GO:0004683,1,1,True,2.957885,226
Q3Y416,GO:0004683,1,1,False,7.00891,226
Q6PHZ2,GO:0004683,2,1,True,6.435189,226
Q923T9,GO:0004683,1,1,True,7.629077,226
Q9TXJ0,GO:0004683,1,1,True,8.834051,226
Q9UQM7,GO:0004683,2,1,True,6.475526,226
P04551,GO:0004693,2,1,True,11.881897,226
P06493,GO:0004693,2,1,True,12.157674,226
P11802,GO:0004693,2,1,True,11.426552,226
P13863,GO:0004693,2,1,True,12.157605,226
P17157,GO:0004693,1,1,True,12.116607,226
P21127,GO:0004693,1,1,False,11.826848,226
P24941,GO:0004693,2,1,True,12.155131,226
P34112,GO:0004693,2,1,True,12.146878,226
P34556,GO:0004693,2,1,True,10.876129,226
P50750,GO:0004693,2,1,True,11.439089,226
Q381E7,GO:0004693,198,2,False,-324.605603,226
Q8IEX0,GO:0004693,198,2,False,-324.605603,226
Q96WV9,GO:0004693,2,1,True,8.633598,226
Q9UQ88,GO:0004693,1,1,False,11.884188,226
O15264,GO:0004707,1,1,True,21.8728,226
P21708,GO:0004707,1,1,True,20.876497,226
P28482,GO:0004707,1,1,True,22.132736,226
P40417,GO:0004707,1,1,True,22.030319,226
P42525,GO:0004707,1,1,True,24.976657,226
P63085,GO:0004707,1,1,True,22.228232,226
P63086,GO:0004707,1,1,True,22.228232,226
Q63844,GO:0004707,1,1,True,20.808877,226
Q9AXI8,GO:0004707,8,3,False,-1.860843,226
Q9WTY9,GO:0004707,1,1,True,22.152274,226
Q9Z1B7,GO:0004707,1,1,True,21.754128,226
P31938,GO:0004708,1,1,True,11.631932,226
P46734,GO:0004708,1,1,True,11.868971,226
P52564,GO:0004708,1,1,True,12.07251,226
Q21307,GO:0004708,1,2,True,11.13164,226
Q63932,GO:0004708,1,2,True,11.294328,226
Q9WVS7,GO:0004708,1,2,True,8.713839,226
P0C8E4,GO:0004709,2,1,True,6.171938,226
P41279,GO:0004709,2,1,True,6.379121,226
Q63562,GO:0004709,2,1,True,6.340798,226
Q6ZN16,GO:0004709,1,1,True,6.141779,226
Q95UN8,GO:0004709,2,1,True,6.429551,226
Q99683,GO:0004709,1,1,True,6.232945,226
Q99N57,GO:0004709,1,1,True,6.538024,226
Q9NYL2,GO:0004709,1,1,True,6.389632,226
Q9XI87,GO:0004709,3,1,False,0.428022,226
G5EDF7,GO:0004712,2,2,True,6.720248,226
P31749,GO:0004712,1,3,False,6.333837,226
Q21029,GO:0004712,2,3,False,-6.246271,226
Q75JK0,GO:0004712,1,1,True,6.548594,226
Q8BSK8,GO:0004712,1,1,False,5.21389,226
Q9V3D5,GO:0004712,6,1,False,0.006685,226
P07949,GO:0004714,1,1,True,6.060908,226
P16234,GO:0004714,1,1,True,7.936979,226
P29376,GO:0004714,1,1,True,7.437423,226
P54760,GO:0004714,2,2,True,6.209743,226
Q02763,GO:0004714,1,1,True,5.085704,226
Q03137,GO:0004714,2,1,True,5.675747,226
Q9UM73,GO:0004714,1,1,True,7.039867,226
O60674,GO:0004715,1,1,True,8.819995,226
P00519,GO:0004715,1,1,True,9.56363,226
P06239,GO:0004715,1,1,True,10.154188,226
P06241,GO:0004715,1,1,True,10.05541,226
P12931,GO:0004715,1,1,True,10.070185,226
P23458,GO:0004715,1,1,True,8.178777,226
P29597,GO:0004715,2,1,True,7.726867,226
P42680,GO:0004715,1,1,True,9.304502,226
P43403,GO:0004715,1,1,True,8.142443,226
P70600,GO:0004715,2,1,True,7.585881,226
Q06187,GO:0004715,1,1,True,9.000568,226
Q14289,GO:0004715,2,1,True,7.438467,226
Q24592,GO:0004715,2,1,True,4.889389,226
Q62120,GO:0004715,1,1,True,8.907557,226
Q8INJ8,GO:0004715,2,1,True,6.915733,226
Q9V9J3,GO:0004715,1,1,True,10.069898,226
B2RU80,GO:0004725,1,1,True,9.086149,226
E9Q0N2,GO:0004725,1,1,True,10.417113,226
E9Q612,GO:0004725,1,1,True,7.950993,226
P06800,GO:0004725,1,1,True,11.361824,226
P26045,GO:0004725,1,1,True,12.12479,226
P29350,GO:0004725,1,1,True,13.125223,226
P29351,GO:0004725,1,1,True,13.21201,226
P29352,GO:0004725,1,1,True,9.929033,226
P30304,GO:0004725,1,1,False,19.089102,226
P35821,GO:0004725,1,1,True,13.93712,226
P54637,GO:0004725,5,2,False,11.054209,226
P70289,GO:0004725,1,1,True,11.340965,226
Q06180,GO:0004725,1,1,True,14.457962,226
Q8CHP8,GO:0004725,1,2,False,9.233481,226
Q9CY97,GO:0004725,2,1,False,17.709591,226
Q9Y2R2,GO:0004725,1,1,True,9.396274,226
A5PLA4,GO:0004784,1,1,False,27.80799,226
O09164,GO:0004784,1,1,False,21.782001,226
P08294,GO:0004784,1,1,False,21.415826,226
Q07449,GO:0004784,1,1,False,20.988932,226
Q8WWM9,GO:0004784,129,1,False,-13.611819,226
Q9LYK8,GO:0004784,1,1,True,41.522411,226
E1JI03,GO:0004806,1,1,True,22.805646,226
O06350,GO:0004806,1,1,True,11.632465,226
O46108,GO:0004806,1,1,True,12.802228,226
P0DX29,GO:0004806,31,1,False,-3.603153,226
P41247,GO:0004806,1,1,True,20.503443,226
P54310,GO:0004806,1,1,True,16.717086,226
P54857,GO:0004806,1,1,True,13.64436,226
Q8BJ56,GO:0004806,1,1,True,30.76847,226
Q96AD5,GO:0004806,1,1,True,29.620182,226
H2KZB2,GO:0004860,21,1,False,-1.494269,226
O14543,GO:0004860,2,2,False,2.87145,226
O97111,GO:0004860,54,1,False,-3.084931,226
P06748,GO:0004860,9,2,False,3.1556,226
Q14978,GO:0004860,51,1,False,-3.184889,226
Q86XL3,GO:0004860,66,1,False,-2.789748,226
Q8K4T5,GO:0004860,3,3,False,2.826193,226
Q8TB45,GO:0004860,117,1,False,-9.056404,226
Q923Z0,GO:0004860,31,1,False,-1.437795,226
Q94CD1,GO:0004860,57,1,False,-8.422649,226
Q96B36,GO:0004860,7,1,False,1.904962,226
Q96RU7,GO:0004860,7,2,False,2.701857,226
Q9NX74,GO:0004860,4,1,False,2.770446,226
A8JNP7,GO:0004864,1,1,False,4.861852,226
O55000,GO:0004864,1,2,False,2.954422,226
O60927,GO:0004864,2,1,True,4.407729,226
O75663,GO:0004864,112,1,False,-9.269925,226
P14625,GO:0004864,192,2,False,-19.662691,226
P17931,GO:0004864,2,1,False,2.639884,226
P31946,GO:0004864,6,1,False,3.097066,226
P56211,GO:0004864,1,1,False,4.078673,226
Q49AN0,GO:0004864,188,2,False,-20.168549,226
Q6NUP7,GO:0004864,157,1,False,-13.934451,226
Q86IZ4,GO:0004864,1,1,True,5.896924,226
Q8S8F7,GO:0004864,2,1,False,5.482595,226
Q8TCG1,GO:0004864,150,1,False,-10.322535,226
Q96E09,GO:0004864,1,1,False,3.733182,226
Q96QC0,GO:0004864,1,2,False,2.975543,226
Q9D9S2,GO:0004864,70,1,False,-8.835073,226
